delivery_id,address,latitude,longitude,city
DEL_0001,"1825 Main St, Noida",40.976292,-73.640235,Noida
DEL_0002,"4507 5th Ave, Noida",40.273321,-73.862557,Noida
DEL_0003,"3658 Broadway, Noida",40.667567,-74.044953,Noida
DEL_0004,"1680 Oak St, Noida",40.446795,-73.652532,Noida
DEL_0005,"1425 Elm St, Noida",40.708394,-73.921483,Noida
DEL_0006,"6913 Main St, Noida",40.787937,-73.808117,Noida
DEL_0007,"489 Park Ave, Noida",40.659935,-74.013093,Noida
DEL_0008,"3583 5th Ave, Noida",40.72994,-73.848006,Noida
DEL_0009,"8280 Elm St, Noida",40.687535,-74.01389,Noida
DEL_0010,"435 Oak St, Noida",40.577831,-74.191028,Noida
DEL_0011,"3258 Oak St, Noida",40.883763,-73.630219,Noida
DEL_0012,"6874 5th Ave, Noida",40.646463,-73.916725,Noida
DEL_0013,"7360 Elm St, Noida",40.497817,-74.103235,Noida
DEL_0014,"4558 Main St, Noida",40.632306,-73.643675,Noida
DEL_0015,"2616 Washington St, Noida",40.770998,-74.337227,Noida
DEL_0016,"5575 Lexington Ave, Noida",40.320307,-74.254143,Noida
DEL_0017,"2548 5th Ave, Noida",40.743916,-73.928935,Noida
DEL_0018,"5515 Park Ave, Noida",40.847189,-74.442571,Noida
DEL_0019,"1520 Washington St, Noida",40.814505,-73.999938,Noida
DEL_0020,"1585 Madison Ave, Noida",40.79806,-73.849305,Noida
DEL_0021,"5636 Elm St, Noida",41.134556,-73.751418,Noida
DEL_0022,"4334 Main St, Noida",40.730172,-73.906376,Noida
DEL_0023,"7528 Oak St, Noida",40.541083,-74.255088,Noida
DEL_0024,"2046 Washington St, Noida",40.37484,-74.330895,Noida
DEL_0025,"1292 Oak St, Noida",40.82745,-74.221535,Noida
DEL_0026,"4804 Elm St, Noida",40.798573,-73.696109,Noida
DEL_0027,"5926 Elm St, Noida",40.750924,-73.864078,Noida
DEL_0028,"3151 Park Ave, Noida",40.551298,-74.03262,Noida
DEL_0029,"751 5th Ave, Noida",40.977474,-74.27316,Noida
DEL_0030,"4742 Park Ave, Noida",40.883972,-73.595593,Noida
DEL_0031,"3815 Park Ave, Noida",40.795302,-74.406369,Noida
DEL_0032,"6228 Lexington Ave, Noida",40.771691,-74.025283,Noida
DEL_0033,"7429 Madison Ave, Noida",40.797087,-73.831018,Noida
DEL_0034,"2665 Madison Ave, Noida",40.572313,-74.206601,Noida
DEL_0035,"5821 5th Ave, Noida",40.685677,-74.235521,Noida
DEL_0036,"4375 Park Ave, Noida",40.739915,-74.032961,Noida
DEL_0037,"9981 Broadway, Noida",41.18731,-74.249673,Noida
DEL_0038,"8752 5th Ave, Noida",40.57189,-73.905225,Noida
DEL_0039,"2678 Market St, Noida",40.870044,-73.462307,Noida
DEL_0040,"6217 Lexington Ave, Noida",41.005218,-73.810192,Noida
DEL_0041,"9126 5th Ave, Noida",40.765603,-73.792864,Noida
DEL_0042,"5314 Main St, Noida",40.602832,-74.081155,Noida
DEL_0043,"3753 Main St, Noida",40.445697,-74.060399,Noida
DEL_0044,"5169 Washington St, Noida",40.886249,-74.055846,Noida
DEL_0045,"4387 Park Ave, Noida",40.573333,-74.091522,Noida
DEL_0046,"3457 Elm St, Noida",40.843265,-74.066797,Noida
DEL_0047,"5156 5th Ave, Noida",40.865939,-74.317713,Noida
DEL_0048,"8180 Washington St, Noida",40.555988,-74.126433,Noida
DEL_0049,"7518 Broadway, Noida",40.476773,-73.306267,Noida
DEL_0050,"4340 Broadway, Noida",40.515275,-73.788524,Noida
DEL_0051,"4041 Oak St, Noida",40.592789,-74.128132,Noida
DEL_0052,"8831 Lexington Ave, Noida",40.767092,-74.352702,Noida
DEL_0053,"9578 Washington St, Noida",40.593388,-74.040818,Noida
DEL_0054,"9561 Washington St, Noida",40.560365,-74.201513,Noida
DEL_0055,"5931 5th Ave, Noida",40.908607,-73.767106,Noida
DEL_0056,"2267 Oak St, Noida",40.633203,-74.026007,Noida
DEL_0057,"8086 Park Ave, Noida",40.935686,-74.345086,Noida
DEL_0058,"772 Park Ave, Noida",40.773705,-73.536628,Noida
DEL_0059,"2505 Broadway, Noida",41.06686,-74.467133,Noida
DEL_0060,"6917 Elm St, Noida",40.57539,-73.965908,Noida
