delivery_id,address,latitude,longitude,city
DEL_0001,"9486 Elm St, Chicago",40.57993,-74.460666,Chicago
DEL_0002,"652 Elm St, Chicago",40.778111,-73.870186,Chicago
DEL_0003,"1344 Washington St, Chicago",40.887669,-73.829629,Chicago
DEL_0004,"9563 Elm St, Chicago",40.978865,-73.839546,Chicago
DEL_0005,"8566 Madison Ave, Chicago",40.688962,-74.023498,Chicago
DEL_0006,"4273 5th Ave, Chicago",40.661949,-73.935763,Chicago
DEL_0007,"5148 5th Ave, Chicago",40.51508,-73.92496,Chicago
DEL_0008,"4352 Washington St, Chicago",40.69723,-73.940479,Chicago
DEL_0009,"2145 Lexington Ave, Chicago",40.76302,-74.588924,Chicago
DEL_0010,"7492 Madison Ave, Chicago",40.550405,-74.031822,Chicago
DEL_0011,"1189 Main St, Chicago",40.702803,-73.944341,Chicago
DEL_0012,"7509 Elm St, Chicago",40.767277,-73.645579,Chicago
DEL_0013,"9225 Park Ave, Chicago",40.769099,-74.080408,Chicago
DEL_0014,"1201 Oak St, Chicago",40.42467,-74.331325,Chicago
DEL_0015,"3493 Oak St, Chicago",40.809285,-73.753923,Chicago
DEL_0016,"4346 Broadway, Chicago",40.990525,-74.202797,Chicago
DEL_0017,"5719 Park Ave, Chicago",40.65805,-73.948395,Chicago
DEL_0018,"4003 Madison Ave, Chicago",41.081701,-73.978696,Chicago
DEL_0019,"4670 Broadway, Chicago",40.992307,-73.965596,Chicago
DEL_0020,"7180 Oak St, Chicago",40.920592,-73.761973,Chicago
DEL_0021,"4957 Elm St, Chicago",40.742726,-74.248554,Chicago
DEL_0022,"8667 Main St, Chicago",40.664315,-73.652042,Chicago
DEL_0023,"9087 Lexington Ave, Chicago",40.870967,-74.109082,Chicago
DEL_0024,"1698 Broadway, Chicago",40.651123,-74.417443,Chicago
DEL_0025,"4334 Park Ave, Chicago",40.973041,-73.795375,Chicago
DEL_0026,"1754 Oak St, Chicago",40.688101,-73.958426,Chicago
DEL_0027,"2547 Lexington Ave, Chicago",40.321653,-74.121696,Chicago
DEL_0028,"4617 Elm St, Chicago",40.953241,-73.772678,Chicago
DEL_0029,"3451 Madison Ave, Chicago",40.772386,-74.009499,Chicago
DEL_0030,"3336 Lexington Ave, Chicago",40.856296,-74.072888,Chicago
DEL_0031,"8281 Market St, Chicago",40.412855,-74.007474,Chicago
DEL_0032,"4115 Main St, Chicago",40.785434,-73.73913,Chicago
DEL_0033,"1513 Washington St, Chicago",40.453125,-74.035217,Chicago
DEL_0034,"4534 Main St, Chicago",40.699232,-74.267777,Chicago
DEL_0035,"59 Madison Ave, Chicago",40.800669,-73.828344,Chicago
DEL_0036,"2144 Lexington Ave, Chicago",40.660423,-73.517487,Chicago
DEL_0037,"2648 Market St, Chicago",40.655258,-74.11218,Chicago
DEL_0038,"9039 Washington St, Chicago",40.627093,-74.199851,Chicago
DEL_0039,"9190 Main St, Chicago",40.612075,-74.346895,Chicago
DEL_0040,"1833 Park Ave, Chicago",40.67829,-73.992338,Chicago
DEL_0041,"2443 Oak St, Chicago",40.301484,-74.030234,Chicago
DEL_0042,"591 Madison Ave, Chicago",40.720392,-73.883678,Chicago
DEL_0043,"9544 Oak St, Chicago",40.929851,-73.803626,Chicago
DEL_0044,"2427 Washington St, Chicago",40.601023,-74.181051,Chicago
DEL_0045,"2089 Main St, Chicago",40.817215,-74.136093,Chicago
DEL_0046,"5051 Madison Ave, Chicago",40.491529,-73.441647,Chicago
DEL_0047,"654 Madison Ave, Chicago",40.656814,-74.15493,Chicago
DEL_0048,"3442 5th Ave, Chicago",40.317822,-73.803615,Chicago
DEL_0049,"1685 Madison Ave, Chicago",40.534794,-73.999197,Chicago
DEL_0050,"9174 Washington St, Chicago",40.887327,-74.237116,Chicago
DEL_0051,"2533 5th Ave, Chicago",40.727121,-73.643783,Chicago
DEL_0052,"2663 Broadway, Chicago",40.270143,-74.198664,Chicago
DEL_0053,"6756 Main St, Chicago",40.549819,-74.050429,Chicago
DEL_0054,"2939 Madison Ave, Chicago",40.704189,-74.258271,Chicago
DEL_0055,"6746 5th Ave, Chicago",40.594895,-74.189802,Chicago
DEL_0056,"4372 Broadway, Chicago",40.649595,-73.954127,Chicago
DEL_0057,"1772 Washington St, Chicago",40.876866,-73.755139,Chicago
DEL_0058,"635 Market St, Chicago",40.830572,-74.213751,Chicago
DEL_0059,"3645 5th Ave, Chicago",40.712206,-73.441602,Chicago
DEL_0060,"7542 Madison Ave, Chicago",40.895599,-74.110712,Chicago
DEL_0061,"5001 5th Ave, Chicago",40.997852,-74.098247,Chicago
DEL_0062,"3653 Main St, Chicago",40.592367,-73.674223,Chicago
DEL_0063,"3165 Washington St, Chicago",40.476827,-74.460921,Chicago
DEL_0064,"5379 Lexington Ave, Chicago",40.882401,-73.999418,Chicago
DEL_0065,"1138 Lexington Ave, Chicago",40.735749,-74.091913,Chicago
DEL_0066,"5754 Oak St, Chicago",40.669828,-74.114897,Chicago
DEL_0067,"6549 Oak St, Chicago",40.600008,-74.096783,Chicago
DEL_0068,"5426 Main St, Chicago",40.638304,-74.202961,Chicago
DEL_0069,"1890 Lexington Ave, Chicago",40.614571,-74.600927,Chicago
DEL_0070,"2926 Elm St, Chicago",40.836159,-73.913234,Chicago
DEL_0071,"4350 Main St, Chicago",40.697501,-73.949586,Chicago
DEL_0072,"1777 Elm St, Chicago",40.762093,-74.178101,Chicago
DEL_0073,"7120 Madison Ave, Chicago",40.61684,-73.880415,Chicago
DEL_0074,"5140 Washington St, Chicago",40.750188,-73.520286,Chicago
DEL_0075,"9933 Oak St, Chicago",41.004622,-73.784215,Chicago
DEL_0076,"1895 Washington St, Chicago",40.57555,-74.1402,Chicago
DEL_0077,"9447 5th Ave, Chicago",40.532251,-73.939499,Chicago
DEL_0078,"4174 Main St, Chicago",40.218934,-74.115018,Chicago
DEL_0079,"7145 Main St, Chicago",40.657536,-74.368336,Chicago
DEL_0080,"8519 Oak St, Chicago",40.856536,-74.276783,Chicago
DEL_0081,"3229 Madison Ave, Chicago",40.761042,-73.344273,Chicago
DEL_0082,"7067 Park Ave, Chicago",40.422529,-74.041312,Chicago
DEL_0083,"5410 Elm St, Chicago",40.639384,-74.149093,Chicago
DEL_0084,"5144 Park Ave, Chicago",40.849782,-73.743016,Chicago
DEL_0085,"4921 Oak St, Chicago",40.851834,-74.177944,Chicago
DEL_0086,"5068 Washington St, Chicago",41.151331,-74.426801,Chicago
DEL_0087,"5345 Washington St, Chicago",40.526741,-73.965654,Chicago
