delivery_id,address,latitude,longitude,city
DEL_0001,"1729 Washington St, San Francisco",40.650641,-73.952033,San Francisco
DEL_0002,"479 Broadway, San Francisco",40.606156,-73.703095,San Francisco
DEL_0003,"5350 Washington St, San Francisco",40.692334,-74.096943,San Francisco
DEL_0004,"4594 5th Ave, San Francisco",40.546147,-73.94211,San Francisco
DEL_0005,"4221 Market St, San Francisco",40.746513,-73.913668,San Francisco
DEL_0006,"2017 Broadway, San Francisco",40.52771,-74.386614,San Francisco
DEL_0007,"8758 Market St, San Francisco",40.825519,-73.653088,San Francisco
DEL_0008,"1482 Madison Ave, San Francisco",40.527871,-73.628177,San Francisco
DEL_0009,"3667 Elm St, San Francisco",40.763955,-74.007679,San Francisco
DEL_0010,"9842 Park Ave, San Francisco",40.64117,-74.335111,San Francisco
DEL_0011,"5624 Washington St, San Francisco",40.890769,-74.190368,San Francisco
DEL_0012,"6253 Oak St, San Francisco",40.572294,-73.770211,San Francisco
DEL_0013,"7160 5th Ave, San Francisco",40.373524,-74.368172,San Francisco
DEL_0014,"3663 Lexington Ave, San Francisco",40.709533,-73.936284,San Francisco
DEL_0015,"1896 Lexington Ave, San Francisco",40.80014,-74.07774,San Francisco
DEL_0016,"1437 Park Ave, San Francisco",41.168722,-74.060172,San Francisco
DEL_0017,"1461 Madison Ave, San Francisco",40.671217,-74.19545,San Francisco
DEL_0018,"9703 5th Ave, San Francisco",40.735126,-73.859819,San Francisco
DEL_0019,"1903 Elm St, San Francisco",40.929661,-74.360015,San Francisco
DEL_0020,"6026 Broadway, San Francisco",40.668477,-73.899815,San Francisco
DEL_0021,"5135 Washington St, San Francisco",40.818576,-74.004443,San Francisco
DEL_0022,"9453 Main St, San Francisco",40.810534,-74.198297,San Francisco
DEL_0023,"5093 Main St, San Francisco",40.993504,-73.770044,San Francisco
DEL_0024,"9668 Oak St, San Francisco",40.470471,-74.261561,San Francisco
DEL_0025,"3111 Washington St, San Francisco",40.524165,-73.844841,San Francisco
DEL_0026,"6942 Madison Ave, San Francisco",40.481318,-74.084687,San Francisco
DEL_0027,"5981 Broadway, San Francisco",40.794729,-74.021728,San Francisco
DEL_0028,"8516 Elm St, San Francisco",40.759446,-74.25935,San Francisco
DEL_0029,"9680 5th Ave, San Francisco",40.819981,-74.151766,San Francisco
DEL_0030,"1747 Washington St, San Francisco",40.65431,-73.949489,San Francisco
DEL_0031,"151 Oak St, San Francisco",40.731373,-74.0003,San Francisco
DEL_0032,"7547 Madison Ave, San Francisco",40.577552,-74.077205,San Francisco
DEL_0033,"2371 Lexington Ave, San Francisco",40.713193,-74.332869,San Francisco
DEL_0034,"3587 Market St, San Francisco",40.629461,-73.913845,San Francisco
DEL_0035,"7468 Broadway, San Francisco",40.482631,-73.731071,San Francisco
DEL_0036,"9855 Lexington Ave, San Francisco",40.941559,-74.301983,San Francisco
DEL_0037,"2390 Main St, San Francisco",40.957416,-74.040131,San Francisco
DEL_0038,"9813 Madison Ave, San Francisco",40.788208,-74.124058,San Francisco
DEL_0039,"5061 Oak St, San Francisco",40.879114,-73.909468,San Francisco
DEL_0040,"2023 Lexington Ave, San Francisco",40.566106,-74.282978,San Francisco
DEL_0041,"9404 Market St, San Francisco",40.449682,-73.961325,San Francisco
DEL_0042,"3535 Market St, San Francisco",40.815948,-73.85126,San Francisco
DEL_0043,"4776 Washington St, San Francisco",40.691542,-74.281028,San Francisco
DEL_0044,"964 Madison Ave, San Francisco",40.589904,-73.732077,San Francisco
DEL_0045,"2502 5th Ave, San Francisco",40.62548,-73.971908,San Francisco
DEL_0046,"3688 Main St, San Francisco",40.518989,-73.925991,San Francisco
DEL_0047,"2934 Market St, San Francisco",40.630334,-73.757188,San Francisco
DEL_0048,"6420 Lexington Ave, San Francisco",40.85218,-74.123833,San Francisco
DEL_0049,"2609 Main St, San Francisco",40.689978,-74.137005,San Francisco
DEL_0050,"8978 Washington St, San Francisco",40.457046,-74.209821,San Francisco
DEL_0051,"5529 Washington St, San Francisco",40.748515,-73.928683,San Francisco
DEL_0052,"7757 Madison Ave, San Francisco",40.739565,-74.077724,San Francisco
DEL_0053,"6413 Washington St, San Francisco",40.88092,-73.990896,San Francisco
DEL_0054,"1177 Oak St, San Francisco",40.839512,-74.427641,San Francisco
DEL_0055,"4638 Lexington Ave, San Francisco",40.006061,-73.938541,San Francisco
DEL_0056,"3197 Oak St, San Francisco",40.456085,-74.056502,San Francisco
DEL_0057,"6452 Park Ave, San Francisco",40.658368,-73.628662,San Francisco
DEL_0058,"2145 Madison Ave, San Francisco",40.784871,-73.966574,San Francisco
DEL_0059,"9510 Main St, San Francisco",40.863609,-73.918405,San Francisco
DEL_0060,"4982 Market St, San Francisco",40.630336,-73.751301,San Francisco
DEL_0061,"2682 Elm St, San Francisco",40.512845,-73.929161,San Francisco
DEL_0062,"2254 Market St, San Francisco",40.433959,-73.957521,San Francisco
DEL_0063,"7905 Lexington Ave, San Francisco",40.747573,-73.607493,San Francisco
DEL_0064,"2373 5th Ave, San Francisco",40.430823,-74.148836,San Francisco
DEL_0065,"3574 5th Ave, San Francisco",40.861031,-73.926292,San Francisco
DEL_0066,"150 Madison Ave, San Francisco",40.745287,-74.233281,San Francisco
DEL_0067,"9432 Park Ave, San Francisco",40.606346,-73.710043,San Francisco
DEL_0068,"2419 Washington St, San Francisco",40.703519,-73.916774,San Francisco
DEL_0069,"6998 Broadway, San Francisco",40.692045,-74.287229,San Francisco
DEL_0070,"923 Park Ave, San Francisco",40.881054,-73.886377,San Francisco
DEL_0071,"5826 Market St, San Francisco",41.12823,-74.247412,San Francisco
DEL_0072,"2944 Main St, San Francisco",40.861011,-74.317765,San Francisco
DEL_0073,"1923 Oak St, San Francisco",40.741151,-73.773876,San Francisco
DEL_0074,"5546 Elm St, San Francisco",40.339442,-74.054714,San Francisco
DEL_0075,"7108 Broadway, San Francisco",40.611321,-74.172861,San Francisco
DEL_0076,"6620 5th Ave, San Francisco",40.782208,-73.739604,San Francisco
DEL_0077,"557 Park Ave, San Francisco",40.688786,-73.957154,San Francisco
DEL_0078,"3947 Washington St, San Francisco",40.733396,-74.005571,San Francisco
DEL_0079,"8006 Lexington Ave, San Francisco",40.516522,-73.742514,San Francisco
DEL_0080,"9768 Broadway, San Francisco",40.765988,-73.912133,San Francisco
DEL_0081,"6151 Park Ave, San Francisco",40.567483,-74.11516,San Francisco
DEL_0082,"7597 Washington St, San Francisco",40.681064,-74.370674,San Francisco
DEL_0083,"4510 Market St, San Francisco",40.40865,-74.148803,San Francisco
DEL_0084,"6019 Main St, San Francisco",40.806948,-74.161256,San Francisco
DEL_0085,"1967 Park Ave, San Francisco",40.529231,-74.199658,San Francisco
DEL_0086,"1354 Park Ave, San Francisco",40.630756,-74.090115,San Francisco
DEL_0087,"8016 Oak St, San Francisco",41.102984,-73.755308,San Francisco
DEL_0088,"3686 Main St, San Francisco",40.897444,-73.728219,San Francisco
DEL_0089,"9615 Elm St, San Francisco",40.532832,-74.296566,San Francisco
DEL_0090,"9382 Market St, San Francisco",40.513364,-73.688777,San Francisco
DEL_0091,"4485 Park Ave, San Francisco",40.614207,-74.303458,San Francisco
DEL_0092,"9714 Broadway, San Francisco",40.635143,-74.062719,San Francisco
DEL_0093,"6291 Market St, San Francisco",40.761163,-73.946347,San Francisco
DEL_0094,"7106 Lexington Ave, San Francisco",40.563578,-73.843014,San Francisco
DEL_0095,"9363 Broadway, San Francisco",40.59763,-74.043148,San Francisco
DEL_0096,"1630 Madison Ave, San Francisco",40.836543,-74.158566,San Francisco
DEL_0097,"1041 Oak St, San Francisco",40.610214,-73.865356,San Francisco
DEL_0098,"3030 Washington St, San Francisco",40.558253,-74.097468,San Francisco
DEL_0099,"324 Washington St, San Francisco",40.812934,-73.517725,San Francisco
DEL_0100,"9111 Oak St, San Francisco",40.821882,-73.89365,San Francisco
DEL_0101,"8685 Market St, San Francisco",40.80844,-74.261106,San Francisco
DEL_0102,"1048 Oak St, San Francisco",40.733628,-74.013076,San Francisco
DEL_0103,"9581 Oak St, San Francisco",40.770743,-73.978305,San Francisco
DEL_0104,"2034 5th Ave, San Francisco",40.781214,-74.080038,San Francisco
DEL_0105,"1923 Broadway, San Francisco",40.72336,-74.297865,San Francisco
DEL_0106,"9816 Broadway, San Francisco",40.655159,-73.675387,San Francisco
DEL_0107,"88 Oak St, San Francisco",40.770243,-74.010973,San Francisco
DEL_0108,"7328 Madison Ave, San Francisco",41.054444,-74.329482,San Francisco
DEL_0109,"2016 Main St, San Francisco",40.512898,-73.598874,San Francisco
DEL_0110,"2111 Elm St, San Francisco",40.721081,-74.063664,San Francisco
DEL_0111,"3379 Broadway, San Francisco",40.496727,-73.899579,San Francisco
DEL_0112,"1439 Oak St, San Francisco",40.810901,-74.26617,San Francisco
DEL_0113,"4207 Main St, San Francisco",40.687525,-74.085755,San Francisco
DEL_0114,"1387 Park Ave, San Francisco",40.758922,-74.272055,San Francisco
DEL_0115,"8293 Lexington Ave, San Francisco",40.938376,-73.788301,San Francisco
DEL_0116,"5957 Oak St, San Francisco",40.647363,-74.057445,San Francisco
DEL_0117,"2812 Washington St, San Francisco",40.688219,-74.19101,San Francisco
DEL_0118,"2 5th Ave, San Francisco",40.632903,-74.070246,San Francisco
DEL_0119,"4926 Main St, San Francisco",41.003407,-73.780981,San Francisco
DEL_0120,"8511 Lexington Ave, San Francisco",40.881206,-73.918066,San Francisco
DEL_0121,"8751 Market St, San Francisco",40.51148,-74.015863,San Francisco
DEL_0122,"2292 Elm St, San Francisco",40.887663,-74.3051,San Francisco
DEL_0123,"8036 Madison Ave, San Francisco",40.827494,-73.453897,San Francisco
DEL_0124,"8564 Madison Ave, San Francisco",40.904118,-73.669874,San Francisco
DEL_0125,"9932 Oak St, San Francisco",40.75214,-73.775915,San Francisco
